True_Label,Predicted_Label,Predicted_Probability,Feature_Credit_Score,Feature_Income,Feature_Race,Feature_Criminal_Record,Feature_Gender,Feature_Disability_Status,Feature_Loan_Amount,Feature_Education_Level_High School,Feature_Language_Proficiency_Limited,Feature_Employment_Type_Part-time,Feature_Citizenship_Status,Feature_Employment_Type_Self-employed,Feature_Employment_Type_Gig,Feature_Employment_Type_Unemployed,Feature_Education_Level_Some College,Feature_Age_Group,Feature_Age,Feature_Education_Level_Graduate
1,1,0.6499626542816892,685,150813,0,0,0,0,373277,False,False,False,0,False,False,False,False,0,82,False
1,0,0.2180535170534039,655,50865,0,1,0,0,373934,False,False,True,0,False,False,False,False,0,69,True
1,0,0.2371079117359882,542,131525,3,1,0,0,266160,True,False,False,0,False,False,False,False,0,64,False
0,0,0.47406535769275404,510,132677,3,0,1,0,127946,False,False,False,0,False,False,False,True,1,47,False
0,1,0.6924036499237152,796,165807,3,0,0,0,69284,True,False,False,0,False,True,False,False,0,69,False
0,1,0.6133242528843564,709,66856,2,0,1,0,63761,False,False,False,0,False,False,False,True,2,24,False
1,1,0.6435968770208456,714,141808,3,0,0,0,201950,False,False,False,0,False,False,False,True,0,71,False
0,0,0.4418543179710587,664,80997,0,0,0,0,384773,True,False,False,0,False,False,False,False,0,78,False
1,0,0.28084256299862115,543,122282,3,0,0,0,436773,True,False,False,0,False,True,False,False,1,29,False
0,1,0.5263331287076788,752,144293,0,1,0,0,306647,True,False,False,0,False,False,False,False,0,81,False
0,0,0.3732399183727241,713,25147,0,0,0,0,213072,False,False,True,1,False,False,False,False,1,42,True
1,0,0.4866680858090432,710,75428,2,0,1,0,402611,False,False,True,0,False,False,False,True,2,24,False
1,1,0.5417312676220745,675,154446,4,0,0,0,260314,False,True,False,0,False,False,False,False,1,28,False
0,0,0.44296316401466873,676,112554,4,0,0,0,283849,False,False,True,0,False,False,False,True,1,56,False
0,0,0.2638303192092093,579,54719,4,0,2,0,90879,True,True,False,0,False,True,False,False,1,45,False
0,0,0.4264218937723686,579,149368,4,0,1,0,347214,False,False,False,0,True,False,False,False,0,74,True
0,0,0.4246312188737136,577,102401,0,0,0,0,161903,False,False,False,0,False,True,False,False,1,56,True
1,0,0.3913360034894163,724,49148,0,0,0,0,432450,True,True,False,0,False,False,False,False,1,25,False
0,1,0.6727501400266132,683,157488,0,0,0,0,322778,False,False,False,0,False,False,False,False,0,69,False
0,0,0.3907716567194123,658,37804,0,0,0,0,401789,False,False,False,0,False,False,False,False,0,72,False
1,0,0.36589906437894637,592,87325,3,0,0,0,110011,False,False,True,0,False,False,False,True,1,27,False
0,0,0.30804070055626515,553,162333,3,1,1,0,329968,False,False,True,0,False,False,False,False,1,54,False
0,1,0.5556263562075268,544,168881,4,0,2,0,58322,False,True,False,0,False,False,False,False,1,28,True
0,0,0.39603318843217844,562,120372,3,0,1,0,278650,False,False,True,0,False,False,False,False,1,52,False
0,0,0.41417431457525117,786,161194,0,0,0,1,369863,False,True,False,0,False,False,True,False,0,81,False
1,0,0.37635478455154564,593,42994,0,0,0,0,257822,False,False,False,0,False,False,False,False,1,37,False
1,1,0.6495430687201941,700,97000,0,0,1,0,242731,False,False,False,0,False,False,False,False,1,28,True
0,1,0.6511274735474725,803,93645,0,0,0,0,214420,False,False,False,0,False,True,False,False,1,51,False
0,0,0.4573528039985857,625,149497,0,0,0,1,201984,False,True,False,0,False,False,False,False,1,60,True
0,1,0.5333117025323045,636,167623,0,1,0,0,112444,False,False,False,0,False,False,False,False,0,64,False
0,1,0.5919600317900433,522,165152,0,0,1,0,218800,False,False,False,0,False,False,False,False,1,58,False
0,0,0.30762960509212256,656,98969,0,0,0,1,371104,False,True,False,0,True,False,False,True,1,48,False
0,1,0.6268365860777017,640,172380,0,0,1,0,238823,True,False,False,2,False,False,False,False,1,36,False
0,1,0.5319105792270076,736,84538,4,0,1,0,423776,False,False,False,0,False,False,False,True,0,70,False
0,1,0.5153216331951965,605,124746,0,0,0,0,304557,False,False,False,1,False,False,False,True,1,40,False
1,1,0.608171566169386,695,169287,3,0,1,0,229815,True,False,True,0,False,False,False,False,1,58,False
0,0,0.4011150992239675,627,50421,0,0,1,0,265697,False,False,True,0,False,False,False,True,1,54,False
1,0,0.42435686212357954,524,133334,0,0,0,0,169851,False,False,False,0,True,False,False,False,1,58,True
0,1,0.5445418232026435,800,29001,0,0,0,0,138481,False,False,True,0,False,False,False,False,2,19,False
1,1,0.7899414422777564,777,154647,0,0,1,0,349078,False,False,False,0,False,False,False,False,1,51,True
0,1,0.5232672804819658,613,151781,3,0,1,0,323522,False,False,True,0,False,False,False,False,2,19,False
0,0,0.37458492739051646,583,71160,0,0,0,0,187080,False,False,False,0,False,True,False,False,1,27,False
0,1,0.5298066338633033,650,137394,2,0,0,0,439399,False,False,False,0,False,False,False,False,0,63,True
0,1,0.6216551270813909,784,124452,3,0,0,0,244148,False,True,False,0,False,False,False,False,1,38,True
1,1,0.6663130536514272,785,115062,5,0,1,0,180611,False,False,False,0,False,False,False,False,0,64,True
1,0,0.3918645287146748,614,163517,2,1,1,0,207551,False,False,False,1,True,False,False,False,1,43,True
1,1,0.67641722371111,824,140364,0,0,0,0,389648,True,False,True,0,False,False,False,False,1,52,False
1,1,0.6577456146257429,788,118877,0,0,0,0,316547,False,False,False,0,False,True,False,True,0,61,False
0,1,0.5354896097944674,690,110830,0,0,1,0,164844,False,True,False,0,True,False,False,False,0,75,True
1,1,0.7333653286745684,780,98031,0,0,1,0,67874,True,False,False,0,False,False,False,False,2,24,False
0,0,0.3543904157690893,594,148161,0,0,0,1,236192,False,False,False,2,True,False,False,False,1,42,False
1,1,0.7317900358081183,656,162934,0,0,1,0,126985,False,False,False,0,False,False,False,False,0,63,False
0,1,0.507000446871519,712,68703,0,0,1,0,175034,True,False,True,0,False,False,False,False,1,37,False
1,1,0.7065155170824667,842,90879,0,0,0,0,87711,False,False,False,0,True,False,False,False,1,56,False
0,0,0.49565732396009354,800,62829,2,0,0,0,432968,False,False,True,0,False,False,False,True,1,49,False
0,0,0.4869874164214171,606,112302,3,0,1,0,375543,False,False,False,0,False,False,False,False,1,27,False
1,0,0.3386425595367025,549,135393,0,0,0,1,330126,False,False,False,0,False,True,False,False,2,18,True
1,1,0.5253489092084079,820,64703,2,0,0,1,93643,True,False,False,0,False,False,False,False,2,24,False
0,1,0.663556817519225,824,33579,0,0,1,0,204174,False,False,False,0,False,False,False,False,1,58,False
0,1,0.5135416275939397,769,41926,0,0,1,0,415326,False,False,False,0,True,False,False,False,1,50,False
1,1,0.5521253051172894,849,105286,3,1,0,0,253487,False,False,False,0,False,False,False,True,0,79,False
0,0,0.4917408921346714,605,155631,4,0,1,0,127588,True,True,False,0,False,False,False,False,1,42,False
1,1,0.509478381653432,557,117524,0,0,1,0,290419,False,False,False,0,False,False,False,False,0,66,False
1,1,0.5876815379328848,760,72477,3,0,1,0,96806,True,False,False,0,False,False,False,False,1,57,False
1,1,0.6574304450050106,847,69559,4,0,1,0,227795,False,False,False,0,False,False,False,False,0,75,False
0,1,0.5249217630017128,609,105164,0,0,1,0,81390,False,False,True,0,False,False,False,False,1,43,True
0,1,0.5175711414366232,753,73722,3,0,0,0,348329,False,False,False,0,False,False,False,False,0,62,False
0,0,0.27343377938142993,702,40638,4,0,0,0,356442,False,False,True,1,False,False,False,False,0,65,True
1,1,0.7308404086713283,702,133782,0,0,1,0,79112,False,False,False,0,False,False,False,False,0,66,True
0,1,0.5660430083868075,842,53868,4,0,0,0,292288,False,False,False,0,False,False,False,False,0,68,False
0,1,0.5459035583004528,593,125286,0,0,1,0,256314,True,False,False,0,False,False,False,False,1,29,False
1,1,0.6559539210359748,707,153304,0,0,0,0,256405,False,False,True,0,False,False,False,True,1,35,False
1,1,0.6903582409316817,840,104770,4,0,1,0,110408,False,False,False,0,False,True,False,False,1,38,True
1,0,0.48476434860147577,546,148256,0,0,1,0,280068,False,False,True,0,False,False,False,False,0,80,False
0,0,0.34686841344602254,577,162136,4,0,0,0,241441,True,False,True,1,False,False,False,False,0,82,False
0,1,0.6020547504670093,749,156764,4,0,1,0,308727,True,True,False,0,False,False,False,False,0,69,False
0,0,0.39392517294214136,552,126051,0,0,0,0,351384,False,False,False,0,False,True,False,False,0,66,True
1,1,0.6394047730972424,611,153897,0,0,0,0,99881,False,False,False,0,False,False,False,True,0,76,False
0,0,0.4130280072128838,575,130968,4,0,0,0,177023,False,False,False,1,False,False,False,False,0,67,False
0,1,0.5984753997885182,835,69068,3,0,2,0,161207,False,True,False,0,False,True,False,False,0,61,True
0,0,0.28911384094326364,524,64089,0,0,1,0,181039,True,False,False,0,False,True,False,False,0,68,False
1,1,0.667361005825023,673,157108,0,0,1,1,65974,False,False,False,0,False,False,False,False,1,53,False
0,1,0.7148068898482578,802,149586,3,0,2,1,189922,True,False,False,0,False,False,False,False,2,19,False
0,1,0.7245209296601226,802,61363,0,0,1,0,79248,False,False,False,0,False,False,False,True,1,27,False
0,1,0.5964255487300077,631,151734,0,0,0,0,161164,False,False,False,0,True,False,False,True,1,42,False
0,0,0.2540814371076632,589,35835,0,0,1,1,122691,False,False,True,0,False,False,False,False,0,74,False
1,0,0.4510374784117402,748,77929,3,0,0,0,320332,False,False,True,0,False,False,False,False,0,69,False
1,1,0.6135678176414399,713,116327,0,0,0,0,237371,True,False,False,0,False,False,False,False,1,54,False
0,1,0.5548602174871062,727,134793,2,0,0,0,263760,True,False,False,0,False,True,False,False,1,46,False
0,0,0.4482589612175133,669,159057,4,0,1,1,56128,False,True,True,0,False,False,False,False,1,48,False
1,1,0.703934244156319,836,113197,0,0,0,0,263956,False,True,False,0,False,False,False,True,0,66,False
1,0,0.3186583575124525,575,123281,1,0,0,0,435179,False,True,False,0,False,True,False,False,0,66,False
1,0,0.38478800053125345,600,77816,3,0,1,0,414539,False,False,False,0,False,False,False,False,0,69,False
0,0,0.4161192398511536,709,68675,4,0,0,0,178540,False,True,False,0,False,False,False,False,1,44,True
1,1,0.6733972227984983,706,140405,4,0,1,0,70748,False,False,False,0,False,False,False,False,0,79,False
1,0,0.39116045170613745,687,37514,0,0,0,0,318248,False,False,False,2,False,False,False,False,1,31,False
1,1,0.6214199611935588,833,30468,0,0,1,0,90985,False,False,True,0,False,False,False,False,1,59,False
0,1,0.6263388078042174,787,114309,4,0,1,0,353945,True,False,False,0,False,False,False,False,1,48,False
1,1,0.5057094558861845,697,135449,0,0,0,0,166967,False,True,False,2,True,False,False,True,1,35,False
1,1,0.5031665795116742,765,49010,0,0,0,0,248664,True,False,False,1,False,False,False,False,1,42,False
0,1,0.5490154920292699,758,101294,0,1,1,0,327755,False,False,False,0,False,False,False,False,1,44,False
0,0,0.3319501668398396,501,83400,0,0,0,0,286222,False,False,False,0,False,False,False,False,0,74,True
1,1,0.5536953312407397,599,142051,0,0,0,0,328336,False,False,False,0,False,False,False,False,0,61,False
1,1,0.6371701595180186,746,115895,0,0,0,0,441942,False,False,False,0,False,False,False,False,0,69,False
1,1,0.6794899659609466,785,59077,0,0,1,0,191920,False,False,False,0,False,False,False,True,1,50,False
0,0,0.47654015792408133,578,142461,0,0,0,0,341409,False,False,True,0,False,False,False,False,2,23,True
0,1,0.6789823951016453,751,107716,0,0,1,0,317399,True,False,False,0,False,False,False,False,2,18,False
0,0,0.2877320755533644,704,56639,0,0,0,0,414497,True,True,True,1,False,False,False,False,1,44,False
1,1,0.7744959025962581,735,160956,1,0,1,0,74238,False,False,False,1,False,False,False,True,1,51,False
1,0,0.24388747709152614,598,61443,4,0,0,0,413323,False,False,True,0,False,False,False,False,1,51,False
1,0,0.3625273487114217,653,49024,0,0,0,0,70343,True,False,True,0,False,False,False,False,0,73,False
0,0,0.3423737484205843,605,138758,4,0,1,0,310715,True,True,False,0,False,True,False,False,0,69,False
0,0,0.12606457316476816,564,27618,3,1,1,0,175021,True,False,False,2,False,False,False,False,0,73,False
0,1,0.6069644926730507,655,114744,0,0,1,0,384331,False,False,False,0,False,False,False,False,1,43,False
0,0,0.2890653155188917,509,100671,4,0,1,0,394854,True,False,False,0,False,False,False,False,1,55,False
0,0,0.34480299195093106,718,63142,0,0,0,0,432425,True,True,False,0,False,True,False,False,1,50,False
1,0,0.4147821035931345,551,88906,0,0,1,0,295567,True,False,False,0,False,False,False,False,1,35,False
0,0,0.48232540978451893,643,53830,0,0,1,0,360307,False,False,False,0,False,False,False,True,1,38,False
1,1,0.6208502811877188,769,114340,0,0,1,0,60578,True,False,False,2,True,False,False,False,1,59,False
0,0,0.3171560771258508,565,51083,0,0,1,0,208454,True,False,True,0,False,False,False,False,2,24,False
0,0,0.2871379068636316,546,73397,0,0,0,0,148988,True,False,True,0,False,False,False,False,0,63,False
1,1,0.5240896765047387,629,106423,0,0,0,0,339350,False,False,False,0,False,False,False,False,1,34,True
0,1,0.6945560750816313,846,73738,0,0,0,0,273849,False,False,False,0,False,False,False,False,0,65,False
0,0,0.4631403374341783,664,79648,0,0,0,0,353622,True,False,False,0,False,False,False,False,1,40,False
1,1,0.5090467151835546,799,45446,4,0,0,0,244181,False,False,False,0,False,False,False,False,0,61,True
0,1,0.7043700636825729,783,141334,0,0,0,0,266523,False,False,False,2,False,False,False,False,1,52,False
0,0,0.29858633184376737,545,52136,0,0,0,0,129664,False,False,False,2,False,False,False,True,0,71,False
0,1,0.5079595201896502,523,172126,4,0,1,0,202804,False,False,False,0,False,False,False,False,0,71,True
1,0,0.46788302066121995,590,121477,3,0,0,0,215280,False,False,False,0,False,False,False,False,1,46,True
0,0,0.24999724631072187,563,49307,4,0,1,0,420646,False,False,False,1,False,False,False,False,0,66,False
1,0,0.39896674859014114,764,58927,0,1,1,0,76486,True,False,False,0,False,True,False,False,0,73,False
1,1,0.6795326482638776,625,160088,0,0,2,0,146472,False,True,False,0,False,False,False,True,0,80,False
1,0,0.36016415412159075,559,55840,0,0,1,0,300978,True,False,False,0,False,False,False,False,1,26,False
0,0,0.27832543637785484,813,33206,4,1,1,0,362528,False,False,False,1,False,True,False,False,0,67,False
1,1,0.6060854529867269,759,84422,0,0,1,0,437990,True,False,False,0,False,False,False,False,1,45,False
0,0,0.41728929578138735,699,43602,3,0,1,0,220926,False,False,True,0,False,False,False,True,1,29,False
0,0,0.3759315256264215,560,57744,0,0,1,0,402996,False,False,False,0,False,False,False,False,1,57,True
0,1,0.5997285286677189,838,47652,0,0,0,0,136420,False,True,False,0,False,False,False,False,0,75,True
1,1,0.5248124724440588,642,66110,0,0,1,0,175861,False,False,False,0,False,False,False,False,0,69,False
0,1,0.5130883888813026,757,41829,0,0,1,0,217256,False,False,False,1,True,False,False,True,1,54,False
1,0,0.3998039273174069,629,107851,4,0,1,0,399385,False,True,False,0,False,False,False,True,0,67,False
0,0,0.24938833303846591,610,74214,0,1,1,0,289788,False,True,False,1,False,False,False,True,0,72,False
1,1,0.615156620470318,596,143834,0,0,1,0,259434,False,False,False,0,False,False,False,True,0,77,False
0,1,0.501768662749212,739,80080,0,0,0,0,274596,True,False,False,0,False,True,False,False,1,34,False
1,0,0.28730214692797423,629,29420,3,0,0,0,87916,False,True,False,0,False,False,False,False,0,78,False
0,0,0.3615470914619299,528,86250,0,0,0,0,104566,True,False,False,0,False,False,False,False,0,81,False
1,1,0.6726339952719352,814,164648,0,1,0,0,106319,False,False,True,0,False,False,False,True,1,25,False
0,0,0.34624032191013104,562,126646,3,0,0,0,356471,False,False,True,0,False,False,False,False,1,50,True
0,0,0.45353437947927616,725,41845,4,0,0,0,154542,False,False,False,0,False,False,False,False,1,42,False
0,1,0.5058737249059679,786,98289,3,0,0,0,136394,False,True,True,0,False,False,False,False,0,71,True
1,0,0.1909710233714427,595,32813,0,0,1,1,435131,True,False,False,2,False,False,False,False,1,49,False
0,1,0.7235527162737707,786,124560,4,0,1,0,78372,False,False,False,0,False,False,False,False,0,67,False
0,0,0.389599904524367,517,121273,0,0,0,0,205344,False,True,False,0,False,False,False,False,1,60,False
0,0,0.3222920794384892,522,93455,2,0,0,0,414064,False,False,False,0,False,False,False,False,1,39,True
1,1,0.7206514419181538,695,170872,0,0,0,0,126990,True,False,False,0,False,False,False,False,1,28,False
1,1,0.7750813557089643,838,168419,4,0,1,0,308542,True,False,False,0,False,False,False,False,1,41,False
0,1,0.5053175274166489,607,81521,0,0,0,0,90996,False,False,False,0,False,False,False,False,1,34,False
0,1,0.5472574162158288,602,151370,0,0,1,0,339691,False,False,True,0,False,False,False,True,0,80,False
1,0,0.49579019595485296,701,33439,0,0,1,0,58099,False,False,False,0,True,False,False,False,1,52,False
1,1,0.5060853682617105,673,110259,3,0,1,0,324094,False,False,False,0,True,False,False,True,1,37,False
1,1,0.7653340277490545,738,160255,0,0,1,0,55260,False,False,False,0,True,False,False,False,1,48,True
1,1,0.5388532168407247,777,73467,0,0,0,0,424769,False,False,False,0,False,True,False,False,1,54,False
0,0,0.4559398483508889,548,124664,0,0,2,0,377871,False,False,False,1,True,False,False,True,1,59,False
0,0,0.44886462739787875,656,40626,0,0,1,0,381497,False,False,False,0,False,False,False,True,0,73,False
1,1,0.6322321572427867,758,92804,4,0,1,0,182030,False,False,False,0,False,False,False,False,1,43,False
1,0,0.38239547306560984,724,52844,4,0,0,0,393396,True,False,False,0,False,False,False,False,1,34,False
0,0,0.3995603630853919,546,92913,0,0,0,0,393993,False,False,False,0,False,False,False,True,1,39,False
1,1,0.6618042306257284,835,44943,0,0,0,0,191733,False,False,False,0,False,False,False,True,1,56,False
0,1,0.5219946120536064,778,82652,0,0,0,1,435287,False,False,False,0,False,False,False,True,1,45,False
0,0,0.44784230608392467,566,146725,0,0,1,0,438660,True,False,False,0,False,True,False,False,1,55,False
0,1,0.5825282730163034,832,43681,0,0,1,0,149042,True,False,True,0,False,False,False,False,0,62,False
0,0,0.2748062854469671,587,82139,0,0,0,0,195370,True,False,True,2,False,False,False,False,0,69,False
0,0,0.48411653074637145,521,162230,0,0,0,0,315697,False,False,False,1,False,False,False,False,1,59,False
0,0,0.4845439357705104,546,159905,4,0,0,0,181407,False,False,False,0,False,False,False,False,1,48,False
1,0,0.30066478260078305,659,102742,0,1,0,0,397741,False,False,False,2,False,False,False,False,0,82,True
0,1,0.542559490174212,837,130426,3,1,1,0,350440,False,False,False,0,False,True,False,False,0,71,True
0,0,0.4354550159539673,637,74886,2,0,1,0,188869,False,False,False,0,True,False,False,False,1,38,True
1,1,0.7771429715997368,774,149496,3,0,1,0,75741,False,False,False,0,False,False,False,False,1,54,False
1,1,0.5495970087744668,719,96188,2,0,0,0,104627,False,False,False,2,False,False,False,True,1,45,False
0,1,0.6761345281390924,699,146681,0,0,1,0,63827,True,False,False,0,True,False,False,False,1,32,False
0,0,0.307982839772654,638,148010,0,1,0,1,222811,False,False,False,2,False,False,False,True,0,77,False
0,1,0.5421729556001039,721,74186,0,0,0,0,431231,False,False,False,0,False,False,False,False,1,50,False
1,1,0.5708290706685937,672,87484,0,0,1,0,311559,False,False,False,0,False,False,False,False,0,63,True
1,1,0.5317382115043704,779,104682,4,0,1,0,300542,True,True,False,0,False,False,False,False,0,73,False
0,0,0.47125057062066444,579,152037,4,0,1,0,274306,False,False,False,0,True,False,False,True,1,46,False
1,1,0.5277476042278774,548,114377,0,0,1,0,210877,False,False,False,0,False,False,False,False,1,27,False
0,0,0.3541449985049617,606,38737,0,0,0,0,403116,False,False,False,0,False,False,False,False,1,31,False
0,1,0.7187378670190959,847,101664,0,0,1,0,372851,False,False,False,0,False,True,False,False,1,51,False
0,0,0.47048012319917404,695,54208,0,0,1,0,337933,False,False,False,0,True,False,False,False,1,54,False
1,0,0.3908562766789932,660,25861,0,0,0,0,80557,True,False,False,0,False,False,False,False,0,82,False
0,0,0.3583577413061874,644,39619,3,0,1,0,198792,True,False,False,0,False,False,False,False,0,77,False
1,1,0.7065024934812313,694,172689,3,0,1,0,96240,True,False,False,0,False,False,False,False,1,54,False
0,0,0.4186970923194607,541,59617,0,0,1,0,170546,False,False,False,0,False,False,False,True,1,44,False
1,1,0.7703830592338993,764,147029,0,0,1,0,361938,False,False,False,0,False,False,False,False,1,46,False
0,0,0.2698221398126488,541,34715,0,0,0,0,259351,True,False,False,0,False,False,False,False,1,43,False
