True_Label,Predicted_Label,Predicted_Probability,Feature_Credit_Score,Feature_Income,Feature_Race,Feature_Criminal_Record,Feature_Gender,Feature_Disability_Status,Feature_Loan_Amount,Feature_Education_Level_High School,Feature_Language_Proficiency_Limited,Feature_Employment_Type_Part-time,Feature_Citizenship_Status,Feature_Employment_Type_Self-employed,Feature_Employment_Type_Gig,Feature_Employment_Type_Unemployed,Feature_Education_Level_Some College,Feature_Age,Feature_Age_Group,Feature_Education_Level_Graduate
0,1,0.6215770842449154,816,122642,3,0,1,0,106259,True,True,False,0,False,True,False,False,45,1,False
1,1,0.5395130706055502,637,155092,4,0,0,0,356742,False,False,False,0,False,False,False,False,50,1,False
0,1,0.5687188158897808,842,38924,4,0,0,0,193420,False,False,False,0,False,False,False,False,39,1,True
0,1,0.6842193538461432,737,127108,0,0,0,0,113892,True,False,False,0,False,False,False,False,47,1,False
1,0,0.38389508890563073,575,89974,4,0,1,0,80601,False,True,False,0,False,False,False,True,51,1,False
0,0,0.07552956690120058,544,58613,4,0,0,1,150485,True,False,False,1,False,False,True,False,81,0,False
1,1,0.7649717133249125,751,152209,0,0,1,0,129199,False,False,False,1,False,False,False,False,79,0,True
1,0,0.338201416697136,580,126901,0,0,0,0,246995,True,True,True,0,False,False,False,False,70,0,False
1,0,0.4689805679226059,584,145083,4,0,0,0,339572,False,False,False,0,False,False,False,True,47,1,False
1,1,0.7366027347453681,813,140977,0,0,1,0,420482,False,False,False,0,False,True,False,True,77,0,False
0,1,0.5442787016985674,754,25488,0,0,0,0,173043,False,False,False,0,False,False,False,True,38,1,False
1,1,0.7471600546388067,769,168063,0,0,0,0,320604,True,False,False,0,False,False,False,False,38,1,False
0,0,0.4608987331150056,647,74699,0,0,0,0,391376,False,False,False,0,False,False,False,True,68,0,False
0,1,0.6758955620072362,699,154975,0,0,0,0,161427,True,False,False,0,False,False,False,False,67,0,False
0,0,0.25418188479230497,535,27129,0,0,0,0,440277,False,False,False,0,False,False,False,False,58,1,False
1,1,0.5647832281735661,836,50862,0,0,0,1,231873,False,False,False,0,False,False,False,True,52,1,False
1,1,0.7963989665771436,751,167994,0,0,1,0,330156,False,False,False,0,False,False,False,False,32,1,False
1,0,0.4727611549064805,665,167698,0,1,0,0,364472,False,True,False,0,False,False,False,False,23,2,False
0,0,0.4084205608271455,525,173806,4,0,0,0,294454,True,False,False,0,False,False,False,False,65,0,False
1,0,0.34426154930416475,652,71493,0,1,0,0,150146,False,False,False,0,False,False,False,False,82,0,True
1,0,0.4599903605472292,548,101994,0,0,1,0,297544,False,False,False,0,False,False,False,False,77,0,True
1,1,0.6499961358378924,685,150813,0,0,0,0,373277,False,False,False,0,False,False,False,False,82,0,False
1,0,0.21806409374591132,655,50865,0,1,0,0,373934,False,False,True,0,False,False,False,False,69,0,True
1,0,0.23711218101255863,542,131525,3,1,0,0,266160,True,False,False,0,False,False,False,False,64,0,False
0,0,0.4740653735095751,510,132677,3,0,1,0,127946,False,False,False,0,False,False,False,True,47,1,False
0,1,0.6924183839301233,796,165807,3,0,0,0,69284,True,False,False,0,False,True,False,False,69,0,False
0,1,0.6133096571056159,709,66856,2,0,1,0,63761,False,False,False,0,False,False,False,True,24,2,False
1,1,0.6436143483402015,714,141808,3,0,0,0,201950,False,False,False,0,False,False,False,True,71,0,False
0,0,0.44188429682152863,664,80997,0,0,0,0,384773,True,False,False,0,False,False,False,False,78,0,False
1,0,0.28081725047318284,543,122282,3,0,0,0,436773,True,False,False,0,False,True,False,False,29,1,False
0,1,0.526369064428426,752,144293,0,1,0,0,306647,True,False,False,0,False,False,False,False,81,0,False
0,0,0.3732327687539042,713,25147,0,0,0,0,213072,False,False,True,1,False,False,False,False,42,1,True
1,0,0.4866522651545879,710,75428,2,0,1,0,402611,False,False,True,0,False,False,False,True,24,2,False
1,1,0.5416983609856989,675,154446,4,0,0,0,260314,False,True,False,0,False,False,False,False,28,1,False
0,0,0.44297943620778235,676,112554,4,0,0,0,283849,False,False,True,0,False,False,False,True,56,1,False
0,0,0.26382984160571277,579,54719,4,0,2,0,90879,True,True,False,0,False,True,False,False,45,1,False
0,0,0.42644465632148626,579,149368,4,0,1,0,347214,False,False,False,0,True,False,False,False,74,0,True
0,0,0.4246470744534692,577,102401,0,0,0,0,161903,False,False,False,0,False,True,False,False,56,1,True
1,0,0.3912997723009613,724,49148,0,0,0,0,432450,True,True,False,0,False,False,False,False,25,1,False
0,1,0.6727627389974901,683,157488,0,0,0,0,322778,False,False,False,0,False,False,False,False,69,0,False
0,0,0.3907906700807784,658,37804,0,0,0,0,401789,False,False,False,0,False,False,False,False,72,0,False
1,0,0.3658678121931571,592,87325,3,0,0,0,110011,False,False,True,0,False,False,False,True,27,1,False
0,0,0.3080509564305703,553,162333,3,1,1,0,329968,False,False,True,0,False,False,False,False,54,1,False
0,1,0.5555942067436407,544,168881,4,0,2,0,58322,False,True,False,0,False,False,False,False,28,1,True
0,0,0.3960416704629076,562,120372,3,0,1,0,278650,False,False,True,0,False,False,False,False,52,1,False
0,0,0.4142089711777656,786,161194,0,0,0,1,369863,False,True,False,0,False,False,True,False,81,0,False
1,0,0.3763381154932649,593,42994,0,0,0,0,257822,False,False,False,0,False,False,False,False,37,1,False
1,1,0.6495131251690114,700,97000,0,0,1,0,242731,False,False,False,0,False,False,False,False,28,1,True
0,1,0.6511353286432175,803,93645,0,0,0,0,214420,False,False,False,0,False,True,False,False,51,1,False
0,0,0.457374334697704,625,149497,0,0,0,1,201984,False,True,False,0,False,False,False,False,60,1,True
0,1,0.5333178403457679,636,167623,0,1,0,0,112444,False,False,False,0,False,False,False,False,64,0,False
0,1,0.5919774837819091,522,165152,0,0,1,0,218800,False,False,False,0,False,False,False,False,58,1,False
0,0,0.30763086656765826,656,98969,0,0,0,1,371104,False,True,False,0,True,False,False,True,48,1,False
0,1,0.6268183180460536,640,172380,0,0,1,0,238823,True,False,False,2,False,False,False,False,36,1,False
0,1,0.5319280823866832,736,84538,4,0,1,0,423776,False,False,False,0,False,False,False,True,70,0,False
0,1,0.5153088180604515,605,124746,0,0,0,0,304557,False,False,False,1,False,False,False,True,40,1,False
1,1,0.6081906115710861,695,169287,3,0,1,0,229815,True,False,True,0,False,False,False,False,58,1,False
0,0,0.40112791547543175,627,50421,0,0,1,0,265697,False,False,True,0,False,False,False,True,54,1,False
1,0,0.42437460584834547,524,133334,0,0,0,0,169851,False,False,False,0,True,False,False,False,58,1,True
0,1,0.5445181608187514,800,29001,0,0,0,0,138481,False,False,True,0,False,False,False,False,19,2,False
1,1,0.7899459099528952,777,154647,0,0,1,0,349078,False,False,False,0,False,False,False,False,51,1,True
0,1,0.5232417532893293,613,151781,3,0,1,0,323522,False,False,True,0,False,False,False,False,19,2,False
0,0,0.37455315190203053,583,71160,0,0,0,0,187080,False,False,False,0,False,True,False,False,27,1,False
0,1,0.5298101673702674,650,137394,2,0,0,0,439399,False,False,False,0,False,False,False,False,63,0,True
0,1,0.6216408892401155,784,124452,3,0,0,0,244148,False,True,False,0,False,False,False,False,38,1,True
1,1,0.6663197695788877,785,115062,5,0,1,0,180611,False,False,False,0,False,False,False,False,64,0,True
1,0,0.3918577846279778,614,163517,2,1,1,0,207551,False,False,False,1,True,False,False,False,43,1,True
1,1,0.676425332892804,824,140364,0,0,0,0,389648,True,False,True,0,False,False,False,False,52,1,False
1,1,0.6577481691884337,788,118877,0,0,0,0,316547,False,False,False,0,False,True,False,True,61,0,False
0,1,0.5355158789131004,690,110830,0,0,1,0,164844,False,True,False,0,True,False,False,False,75,0,True
1,1,0.7333531352747108,780,98031,0,0,1,0,67874,True,False,False,0,False,False,False,False,24,2,False
0,0,0.3543813520553438,594,148161,0,0,0,1,236192,False,False,False,2,True,False,False,False,42,1,False
1,1,0.7317937445186256,656,162934,0,0,1,0,126985,False,False,False,0,False,False,False,False,63,0,False
0,1,0.5069846569525712,712,68703,0,0,1,0,175034,True,False,True,0,False,False,False,False,37,1,False
1,1,0.7065295396847575,842,90879,0,0,0,0,87711,False,False,False,0,True,False,False,False,56,1,False
0,0,0.49566197697544223,800,62829,2,0,0,0,432968,False,False,True,0,False,False,False,True,49,1,False
0,0,0.48695215056288627,606,112302,3,0,1,0,375543,False,False,False,0,False,False,False,False,27,1,False
1,0,0.33861742842420056,549,135393,0,0,0,1,330126,False,False,False,0,False,True,False,False,18,2,True
1,1,0.52533311834516,820,64703,2,0,0,1,93643,True,False,False,0,False,False,False,False,24,2,False
0,1,0.6635751329729671,824,33579,0,0,1,0,204174,False,False,False,0,False,False,False,False,58,1,False
0,1,0.5135474343467749,769,41926,0,0,1,0,415326,False,False,False,0,True,False,False,False,50,1,False
1,1,0.552158820054192,849,105286,3,1,0,0,253487,False,False,False,0,False,False,False,True,79,0,False
0,0,0.49173275304818376,605,155631,4,0,1,0,127588,True,True,False,0,False,False,False,False,42,1,False
1,1,0.5094876175169133,557,117524,0,0,1,0,290419,False,False,False,0,False,False,False,False,66,0,False
1,1,0.5876999240426947,760,72477,3,0,1,0,96806,True,False,False,0,False,False,False,False,57,1,False
1,1,0.6574549050523013,847,69559,4,0,1,0,227795,False,False,False,0,False,False,False,False,75,0,False
0,1,0.5249156426543818,609,105164,0,0,1,0,81390,False,False,True,0,False,False,False,False,43,1,True
0,1,0.517574352631624,753,73722,3,0,0,0,348329,False,False,False,0,False,False,False,False,62,0,False
0,0,0.2734409469160462,702,40638,4,0,0,0,356442,False,False,True,1,False,False,False,False,65,0,True
1,1,0.7308486099874685,702,133782,0,0,1,0,79112,False,False,False,0,False,False,False,False,66,0,True
0,1,0.5660572290900562,842,53868,4,0,0,0,292288,False,False,False,0,False,False,False,False,68,0,False
0,1,0.5458722133961543,593,125286,0,0,1,0,256314,True,False,False,0,False,False,False,False,29,1,False
1,1,0.6559355504780326,707,153304,0,0,0,0,256405,False,False,True,0,False,False,False,True,35,1,False
1,1,0.690347211321936,840,104770,4,0,1,0,110408,False,False,False,0,False,True,False,False,38,1,True
1,0,0.484798331757471,546,148256,0,0,1,0,280068,False,False,True,0,False,False,False,False,80,0,False
0,0,0.3469026450008543,577,162136,4,0,0,0,241441,True,False,True,1,False,False,False,False,82,0,False
0,1,0.602069997200319,749,156764,4,0,1,0,308727,True,True,False,0,False,False,False,False,69,0,False
0,0,0.39393445143251404,552,126051,0,0,0,0,351384,False,False,False,0,False,True,False,False,66,0,True
1,1,0.6394298846642896,611,153897,0,0,0,0,99881,False,False,False,0,False,False,False,True,76,0,False
0,0,0.4130388933720022,575,130968,4,0,0,0,177023,False,False,False,1,False,False,False,False,67,0,False
0,1,0.5984799729150265,835,69068,3,0,2,0,161207,False,True,False,0,False,True,False,False,61,0,True
0,0,0.28912593774221795,524,64089,0,0,1,0,181039,True,False,False,0,False,True,False,False,68,0,False
1,1,0.6673701658545104,673,157108,0,0,1,1,65974,False,False,False,0,False,False,False,False,53,1,False
0,1,0.7147868046681488,802,149586,3,0,2,1,189922,True,False,False,0,False,False,False,False,19,2,False
0,1,0.7244946824983962,802,61363,0,0,1,0,79248,False,False,False,0,False,False,False,True,27,1,False
0,1,0.5964171415282425,631,151734,0,0,0,0,161164,False,False,False,0,True,False,False,True,42,1,False
0,0,0.254100180555481,589,35835,0,0,1,1,122691,False,False,True,0,False,False,False,False,74,0,False
1,0,0.45105341884912314,748,77929,3,0,0,0,320332,False,False,True,0,False,False,False,False,69,0,False
1,1,0.61357934325424,713,116327,0,0,0,0,237371,True,False,False,0,False,False,False,False,54,1,False
0,1,0.554859728773737,727,134793,2,0,0,0,263760,True,False,False,0,False,True,False,False,46,1,False
0,0,0.4482618580316505,669,159057,4,0,1,1,56128,False,True,True,0,False,False,False,False,48,1,False
1,1,0.7039434490391282,836,113197,0,0,0,0,263956,False,True,False,0,False,False,False,True,66,0,False
1,0,0.31866710084464617,575,123281,1,0,0,0,435179,False,True,False,0,False,True,False,False,66,0,False
1,0,0.38480199165433415,600,77816,3,0,1,0,414539,False,False,False,0,False,False,False,False,69,0,False
0,0,0.41611495112649094,709,68675,4,0,0,0,178540,False,True,False,0,False,False,False,False,44,1,True
1,1,0.6734266181256084,706,140405,4,0,1,0,70748,False,False,False,0,False,False,False,False,79,0,False
1,0,0.3911338641861414,687,37514,0,0,0,0,318248,False,False,False,2,False,False,False,False,31,1,False
1,1,0.6214419373521172,833,30468,0,0,1,0,90985,False,False,True,0,False,False,False,False,59,1,False
0,1,0.6263410926463411,787,114309,4,0,1,0,353945,True,False,False,0,False,False,False,False,48,1,False
1,1,0.5056892551972108,697,135449,0,0,0,0,166967,False,True,False,2,True,False,False,True,35,1,False
1,1,0.5031585435369723,765,49010,0,0,0,0,248664,True,False,False,1,False,False,False,False,42,1,False
0,1,0.549010721642208,758,101294,0,1,1,0,327755,False,False,False,0,False,False,False,False,44,1,False
0,0,0.3319702336434198,501,83400,0,0,0,0,286222,False,False,False,0,False,False,False,False,74,0,True
1,1,0.5536954075157673,599,142051,0,0,0,0,328336,False,False,False,0,False,False,False,False,61,0,False
1,1,0.6371835933959834,746,115895,0,0,0,0,441942,False,False,False,0,False,False,False,False,69,0,False
1,1,0.6794957717975264,785,59077,0,0,1,0,191920,False,False,False,0,False,False,False,True,50,1,False
0,0,0.4765206839449026,578,142461,0,0,0,0,341409,False,False,True,0,False,False,False,False,23,2,True
0,1,0.6789588408559943,751,107716,0,0,1,0,317399,True,False,False,0,False,False,False,False,18,2,False
0,0,0.28772843033087975,704,56639,0,0,0,0,414497,True,True,True,1,False,False,False,False,44,1,False
1,1,0.7745014105491537,735,160956,1,0,1,0,74238,False,False,False,1,False,False,False,True,51,1,False
1,0,0.24389261596704945,598,61443,4,0,0,0,413323,False,False,True,0,False,False,False,False,51,1,False
1,0,0.3625491122551203,653,49024,0,0,0,0,70343,True,False,True,0,False,False,False,False,73,0,False
0,0,0.3423886561233859,605,138758,4,0,1,0,310715,True,True,False,0,False,True,False,False,69,0,False
0,0,0.12607470984052604,564,27618,3,1,1,0,175021,True,False,False,2,False,False,False,False,73,0,False
0,1,0.60695731685358,655,114744,0,0,1,0,384331,False,False,False,0,False,False,False,False,43,1,False
0,0,0.2890761567495719,509,100671,4,0,1,0,394854,True,False,False,0,False,False,False,False,55,1,False
0,0,0.3448088908991418,718,63142,0,0,0,0,432425,True,True,False,0,False,True,False,False,50,1,False
1,0,0.414761452854529,551,88906,0,0,1,0,295567,True,False,False,0,False,False,False,False,35,1,False
0,0,0.4823100400403114,643,53830,0,0,1,0,360307,False,False,False,0,False,False,False,True,38,1,False
1,1,0.6208712261452421,769,114340,0,0,1,0,60578,True,False,False,2,True,False,False,False,59,1,False
0,0,0.3171421316355537,565,51083,0,0,1,0,208454,True,False,True,0,False,False,False,False,24,2,False
0,0,0.2871421803215287,546,73397,0,0,0,0,148988,True,False,True,0,False,False,False,False,63,0,False
1,1,0.5240661553559313,629,106423,0,0,0,0,339350,False,False,False,0,False,False,False,False,34,1,True
0,1,0.6945636228500673,846,73738,0,0,0,0,273849,False,False,False,0,False,False,False,False,65,0,False
0,0,0.463127871420798,664,79648,0,0,0,0,353622,True,False,False,0,False,False,False,False,40,1,False
1,1,0.5090489274095289,799,45446,4,0,0,0,244181,False,False,False,0,False,False,False,False,61,0,True
0,1,0.7043771506157278,783,141334,0,0,0,0,266523,False,False,False,2,False,False,False,False,52,1,False
0,0,0.29860205948154356,545,52136,0,0,0,0,129664,False,False,False,2,False,False,False,True,71,0,False
0,1,0.5079773917079508,523,172126,4,0,1,0,202804,False,False,False,0,False,False,False,False,71,0,True
1,0,0.4678806334130905,590,121477,3,0,0,0,215280,False,False,False,0,False,False,False,False,46,1,True
0,0,0.2500044545145064,563,49307,4,0,1,0,420646,False,False,False,1,False,False,False,False,66,0,False
1,0,0.3989908653081882,764,58927,0,1,1,0,76486,True,False,False,0,False,True,False,False,73,0,False
1,1,0.6795632745869454,625,160088,0,0,2,0,146472,False,True,False,0,False,False,False,True,80,0,False
1,0,0.3601303639232588,559,55840,0,0,1,0,300978,True,False,False,0,False,False,False,False,26,1,False
0,0,0.27833693166333723,813,33206,4,1,1,0,362528,False,False,False,1,False,True,False,False,67,0,False
1,1,0.60608232030708,759,84422,0,0,1,0,437990,True,False,False,0,False,False,False,False,45,1,False
0,0,0.41726077234876335,699,43602,3,0,1,0,220926,False,False,True,0,False,False,False,True,29,1,False
0,0,0.3759470788248963,560,57744,0,0,1,0,402996,False,False,False,0,False,False,False,False,57,1,True
0,1,0.5997545168757751,838,47652,0,0,0,0,136420,False,True,False,0,False,False,False,False,75,0,True
1,1,0.5248280232963325,642,66110,0,0,1,0,175861,False,False,False,0,False,False,False,False,69,0,False
0,1,0.5131020732873111,757,41829,0,0,1,0,217256,False,False,False,1,True,False,False,True,54,1,False
1,0,0.3998155047737274,629,107851,4,0,1,0,399385,False,True,False,0,False,False,False,True,67,0,False
0,0,0.24940412307118628,610,74214,0,1,1,0,289788,False,True,False,1,False,False,False,True,72,0,False
1,1,0.6151839392835337,596,143834,0,0,1,0,259434,False,False,False,0,False,False,False,True,77,0,False
0,1,0.5017475631403621,739,80080,0,0,0,0,274596,True,False,False,0,False,True,False,False,34,1,False
1,0,0.2873282290075498,629,29420,3,0,0,0,87916,False,True,False,0,False,False,False,False,78,0,False
0,0,0.36158012765555153,528,86250,0,0,0,0,104566,True,False,False,0,False,False,False,False,81,0,False
1,1,0.672601744515686,814,164648,0,1,0,0,106319,False,False,True,0,False,False,False,True,25,1,False
0,0,0.3462444986157908,562,126646,3,0,0,0,356471,False,False,True,0,False,False,False,False,50,1,True
0,0,0.45352667777434363,725,41845,4,0,0,0,154542,False,False,False,0,False,False,False,False,42,1,False
0,1,0.5058941436094019,786,98289,3,0,0,0,136394,False,True,True,0,False,False,False,False,71,0,True
1,0,0.19097277177394503,595,32813,0,0,1,1,435131,True,False,False,2,False,False,False,False,49,1,False
0,1,0.7235631530932066,786,124560,4,0,1,0,78372,False,False,False,0,False,False,False,False,67,0,False
0,0,0.3896206195449354,517,121273,0,0,0,0,205344,False,True,False,0,False,False,False,False,60,1,False
0,0,0.32227861399951413,522,93455,2,0,0,0,414064,False,False,False,0,False,False,False,False,39,1,True
1,1,0.720624755450179,695,170872,0,0,0,0,126990,True,False,False,0,False,False,False,False,28,1,False
1,1,0.7750745938412941,838,168419,4,0,1,0,308542,True,False,False,0,False,False,False,False,41,1,False
0,1,0.5052948958013728,607,81521,0,0,0,0,90996,False,False,False,0,False,False,False,False,34,1,False
0,1,0.54729157550805,602,151370,0,0,1,0,339691,False,False,True,0,False,False,False,True,80,0,False
1,0,0.4958003335866358,701,33439,0,0,1,0,58099,False,False,False,0,True,False,False,False,52,1,False
1,1,0.5060685523948841,673,110259,3,0,1,0,324094,False,False,False,0,True,False,False,True,37,1,False
1,1,0.7653357644201179,738,160255,0,0,1,0,55260,False,False,False,0,True,False,False,False,48,1,True
1,1,0.5388663380223312,777,73467,0,0,0,0,424769,False,False,False,0,False,True,False,False,54,1,False
0,0,0.45596035011530867,548,124664,0,0,2,0,377871,False,False,False,1,True,False,False,True,59,1,False
0,0,0.4488869097015272,656,40626,0,0,1,0,381497,False,False,False,0,False,False,False,True,73,0,False
1,1,0.6322266608120929,758,92804,4,0,1,0,182030,False,False,False,0,False,False,False,False,43,1,False
1,0,0.382374410296576,724,52844,4,0,0,0,393396,True,False,False,0,False,False,False,False,34,1,False
0,0,0.39954606299693013,546,92913,0,0,0,0,393993,False,False,False,0,False,False,False,True,39,1,False
1,1,0.6618194878853492,835,44943,0,0,0,0,191733,False,False,False,0,False,False,False,True,56,1,False
0,1,0.5219908869369774,778,82652,0,0,0,1,435287,False,False,False,0,False,False,False,True,45,1,False
0,0,0.44785610369624285,566,146725,0,0,1,0,438660,True,False,False,0,False,True,False,False,55,1,False
0,1,0.5825336220729046,832,43681,0,0,1,0,149042,True,False,True,0,False,False,False,False,62,0,False
0,0,0.274818720830459,587,82139,0,0,0,0,195370,True,False,True,2,False,False,False,False,69,0,False
0,0,0.48413560522163135,521,162230,0,0,0,0,315697,False,False,False,1,False,False,False,False,59,1,False
0,0,0.484544809031573,546,159905,4,0,0,0,181407,False,False,False,0,False,False,False,False,48,1,False
1,0,0.30069587095577255,659,102742,0,1,0,0,397741,False,False,False,2,False,False,False,False,82,0,True
0,1,0.5425799402748785,837,130426,3,1,1,0,350440,False,False,False,0,False,True,False,False,71,0,True
0,0,0.4354401242556157,637,74886,2,0,1,0,188869,False,False,False,0,True,False,False,False,38,1,True
1,1,0.7771520845617687,774,149496,3,0,1,0,75741,False,False,False,0,False,False,False,False,54,1,False
1,1,0.5495944230399609,719,96188,2,0,0,0,104627,False,False,False,2,False,False,False,True,45,1,False
0,1,0.6761124474115575,699,146681,0,0,1,0,63827,True,False,False,0,True,False,False,False,32,1,False
0,0,0.308007174791683,638,148010,0,1,0,1,222811,False,False,False,2,False,False,False,True,77,0,False
0,1,0.5421776286324321,721,74186,0,0,0,0,431231,False,False,False,0,False,False,False,False,50,1,False
1,1,0.5708336199925004,672,87484,0,0,1,0,311559,False,False,False,0,False,False,False,False,63,0,True
1,1,0.5317615092445639,779,104682,4,0,1,0,300542,True,True,False,0,False,False,False,False,73,0,False
0,0,0.4712488782775768,579,152037,4,0,1,0,274306,False,False,False,0,True,False,False,True,46,1,False
1,1,0.5277124115060616,548,114377,0,0,1,0,210877,False,False,False,0,False,False,False,False,27,1,False
0,0,0.3541188809315197,606,38737,0,0,0,0,403116,False,False,False,0,False,False,False,False,31,1,False
0,1,0.7187449024176068,847,101664,0,0,1,0,372851,False,False,False,0,False,True,False,False,51,1,False
0,0,0.47049263463948904,695,54208,0,0,1,0,337933,False,False,False,0,True,False,False,False,54,1,False
1,0,0.39089309688019364,660,25861,0,0,0,0,80557,True,False,False,0,False,False,False,False,82,0,False
0,0,0.3583853806154356,644,39619,3,0,1,0,198792,True,False,False,0,False,False,False,False,77,0,False
1,1,0.7065130634763785,694,172689,3,0,1,0,96240,True,False,False,0,False,False,False,False,54,1,False
0,0,0.41869231398752305,541,59617,0,0,1,0,170546,False,False,False,0,False,False,False,True,44,1,False
1,1,0.7703817031843764,764,147029,0,0,1,0,361938,False,False,False,0,False,False,False,False,46,1,False
0,0,0.26981636713683615,541,34715,0,0,0,0,259351,True,False,False,0,False,False,False,False,43,1,False
